[2025-04-20 16:29:38] [::1] [User: 3] RTK API account creation failed | Context: {"registration_id":71,"api_error":"JSON parse error: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token; nested exception is com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token\n at [Source: (PushbackInputStream); line: 1, column: 66] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"customerCompany\"])","api_response":{"code":"Internal Server Error","msg":"JSON parse error: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token; nested exception is com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token\n at [Source: (PushbackInputStream); line: 1, column: 66] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"customerCompany\"])","data":null},"request_data":{"name":"VnNguyn","userPwd":"******","startTime":1745166576000,"endTime":1745771376000,"enabled":1,"numOnline":1,"customerName":"Đỗ Văn Nguyên","customerPhone":"0981190561","customerBizType":1}}
[2025-04-22 09:51:53] [::1] [User: 17] General error during trial activation | Context: {"registration_id":92,"error":"Không thể tạo tài khoản RTK: No mount points found for location ID: 15","trace":"#0 {main}"}
[2025-04-22 09:52:57] [::1] [User: 18] RTK API account creation failed | Context: {"registration_id":93,"api_error":"No mount points found for location ID: 63","api_response":null,"request_data":{"name":"aaccccccgmailcom","userPwd":"******","startTime":1745315575000,"endTime":1745920375000,"locationId":63,"enabled":1,"numOnline":1,"customerName":"aacccccc@gmail.com","customerPhone":"0481190564","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":[]}}
[2025-04-22 09:52:57] [::1] [User: 18] General error during trial activation | Context: {"registration_id":93,"error":"Không thể tạo tài khoản RTK: No mount points found for location ID: 63","trace":"#0 {main}"}
[2025-04-22 10:17:50] [::1] [User: 19] Trial activation successful | Context: {"registration_id":94,"account_id":"RTK_94_1745317070","username":"aaccccddccgmailcom"}
[2025-04-22 10:27:00] [::1] [User: 20] Mount points for location | Context: {"location_id":63,"mount_points":["MP_YB_01","MP_YB_02","MP_YB_03","MP_YB_04","MP_YB_05","MP_YB_06","MP_YB_07","MP_YB_08"]}
[2025-04-22 10:27:00] [::1] [User: 20] RTK API account creation failed | Context: {"registration_id":95,"api_error":"JSON parse error: Cannot deserialize value of type `java.lang.Long` from String \"MP_YB_01\": not a valid Long value; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `java.lang.Long` from String \"MP_YB_01\": not a valid Long value\n at [Source: (PushbackInputStream); line: 1, column: 111] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"mountIds\"]->java.util.ArrayList[0])","api_response":{"code":"Internal Server Error","msg":"JSON parse error: Cannot deserialize value of type `java.lang.Long` from String \"MP_YB_01\": not a valid Long value; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `java.lang.Long` from String \"MP_YB_01\": not a valid Long value\n at [Source: (PushbackInputStream); line: 1, column: 111] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"mountIds\"]->java.util.ArrayList[0])","data":null},"request_data":{"name":"aarrrgmailcom","userPwd":"******","startTime":1745317619000,"endTime":1745922419000,"locationId":63,"enabled":1,"numOnline":1,"customerName":"aarrr@gmail.com","customerPhone":"0981190223","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":["MP_YB_01","MP_YB_02","MP_YB_03","MP_YB_04","MP_YB_05","MP_YB_06","MP_YB_07","MP_YB_08"]}}
[2025-04-22 10:27:00] [::1] [User: 20] General error during trial activation | Context: {"registration_id":95,"error":"Không thể tạo tài khoản RTK: JSON parse error: Cannot deserialize value of type `java.lang.Long` from String \"MP_YB_01\": not a valid Long value; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `java.lang.Long` from String \"MP_YB_01\": not a valid Long value\n at [Source: (PushbackInputStream); line: 1, column: 111] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"mountIds\"]->java.util.ArrayList[0])","trace":"#0 {main}"}
[2025-04-22 10:42:02] [::1] [User: 21] Mount points for location (numeric) | Context: {"location_id":63,"mount_points":[44,45,46,47,48,49,60,64]}
[2025-04-22 10:42:02] [::1] [User: 21] Trial activation successful | Context: {"registration_id":96,"account_id":"RTK_96_1745318522","username":"new9999gmailcom"}
[2025-04-24 16:02:20] [::1] [User: 1] Mount points for location (numeric) | Context: {"location_id":63,"mount_points":[44,45,46,47,48,49,60,64]}
[2025-04-24 16:02:20] [::1] [User: 1] Trial activation successful | Context: {"registration_id":1,"account_id":"RTK_1_1745510540","username":"CngtySao"}
